title,price_raw,price_billion,area_m2,price_per_m2,district,address,property_type,source,url,crawled_at
"15HOT! CHỈ 800TR SỞ HỮU CĂN HỘ 2PN2VS VIEW BỂ BƠI TẠI VH OCEAN PARK 2 - 5 NĂM KHÔNG LO GỐC LÃI.3,52 tỷ·58,3 m²·60,4 tr/m","3,52 tỷ",3.52,58.3,60377358.0,Quận 5,·Hưng Yên,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-nghia-tru-the-parkland-imperia-ocean-city/hot-chi-800tr-so-huu-2pn2vs-view-be-boi-tai-vh-park-2-5-nam-khong-lo-goc-lai-pr45635577,2026-04-27T20:00:03.010685
HOT! CHỈ 800TR SỞ HỮU CĂN HỘ 2PN2VS VIEW BỂ BƠI TẠI VH OCEAN PARK 2 - 5 NĂM KHÔNG LO GỐC LÃI.,"3,52 tỷ",3.52,58.3,60377358.0,Quận 5,·Hưng Yên,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Bán căn hộ 3PN, 2WC tại The Beverly Solari - Vinhomes Grand Park, 4,5 tỷ, 82m2, Quận 9, TP.HCM4,5 tỷ·82 m²·54,88 tr/m²·","4,5 tỷ",4.5,82.0,54878049.0,Quận 5,·Hồ Chí Minh,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-the-beverly-solari-vinhomes-grand-park/ban-3pn-2wc-tai-4-5-ty-82m2-quan-9-tp-hcm-pr45635474,2026-04-27T20:00:03.010685
"Bán căn hộ 3PN, 2WC tại The Beverly Solari - Vinhomes Grand Park, 4,5 tỷ, 82m2, Quận 9, TP.HCM","4,5 tỷ",4.5,82.0,54878049.0,Quận 5,·Hồ Chí Minh,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"5Toà Apartment phố Trung Liệt thông Thái Hà 95m2, 8T, 2 thoáng, 24CH + Penthouse, doanh thu 200tr/th32,8 tỷ·95 m²·345,26","32,8 tỷ",32.8,95.0,345263158.0,Quận 5,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-rieng-pho-trung-liet-phuong-trung-liet-3/toa-apartment-thai-ha-88m-8t-2-thoang-24-can-ho-penthouse-doanh-thu-200tr-th-pr45622830,2026-04-27T20:00:03.010685
"Toà Apartment phố Trung Liệt thông Thái Hà 95m2, 8T, 2 thoáng, 24CH + Penthouse, doanh thu 200tr/th","32,8 tỷ",32.8,95.0,345263158.0,Quận 5,·Hà Nội,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"4Bán đất kèm nhà đang cho thuê - hai mặt tiền 23/10 Nha Trang - 285m210,83 tỷ·285 m²·38 tr/m²·Khánh HòaBán lô đất đẹp có","10,83 tỷ",10.83,285.0,38000000.0,Quận 5,·Khánh Hòa,land,batdongsan.com.vn,https://batdongsan.com.vn/ban-dat-duong-23-10-xa-vinh-trung-1-350/ban-at-kem-nha-ang-cho-thue-hai-mat-tien-23-10-nha-trang-285m-pr45514691,2026-04-27T20:00:03.010685
Bán đất kèm nhà đang cho thuê - hai mặt tiền 23/10 Nha Trang - 285m2,"10,83 tỷ",10.83,285.0,38000000.0,Quận 5,·Khánh Hòa,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"13Bán cắt lỗ 2 tỷ biệt thự tặng sân vườn 288m2 tặng sân vườn gần hồ hướng Đông Nam giá chỉ còn 35 tỷ35 tỷ·288 m²·121,53 ",35 tỷ,35.0,288.0,121527778.0,Quận 5,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-vinhomes-wonder-city-5899/ban-cat-lo-2-ty-tang-san-vuon-288m2-tang-san-vuon-gan-ho-huong-ong-nam-gia-chi-con-35-ty-pr45616882,2026-04-27T20:00:03.010685
Bán cắt lỗ 2 tỷ biệt thự tặng sân vườn 288m2 tặng sân vườn gần hồ hướng Đông Nam giá chỉ còn 35 tỷ,35 tỷ,35.0,288.0,121527778.0,Quận 5,·Hà Nội,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"19Chính chủ gửi bán suất ngoại giao, lô góc, view hồ Đồng Trạng 103,3m2 - lô góc - MT: 5m - giá 2,5tỷ2,5 tỷ·103,3 m²·24,","2,5 tỷ",2.5,103.3,24201355.0,Quận 5,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong-16/chinh-chu-ban-xuat-ngoai-giao-lo-goc-view-ho-ong-100m2-lo-goc-mt-5m-gia-2-5-ty-pr45524276,2026-04-27T20:00:03.010685
"Chính chủ gửi bán suất ngoại giao, lô góc, view hồ Đồng Trạng 103,3m2 - lô góc - MT: 5m - giá 2,5tỷ","2,5 tỷ",2.5,103.3,24201355.0,Quận 5,·Hà Nội,other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Hạ Long Xanh chỉ 1 tỷ để sở hữu nhà liền kề 4 tầng, lãi suất 0% suốt 60 tháng4 tỷ·50 m²·80 tr/m²·4·4·Quảng NinhChỉ với ",4 tỷ,4.0,50.0,80000000.0,Quận 5,·Quảng Ninh,house,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ha-an-vinhomes-global-gate-ha-long/xanh-chi-1-ty-e-so-huu-4-tang-lai-suat-0-suot-60-thang-pr45612358,2026-04-27T20:00:03.010685
"Hạ Long Xanh chỉ 1 tỷ để sở hữu nhà liền kề 4 tầng, lãi suất 0% suốt 60 tháng",4 tỷ,4.0,50.0,80000000.0,Quận 5,·Quảng Ninh,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"6Biệt thự liền kề view biển Vinhomes Hạ Long Xanh giá rẻ DT:96m2 4T gía 6,5 tỷ, BT: 162m2 giá 10 tỷ7 tỷ·96 m²·72,92 tr/m",7 tỷ,7.0,96.0,72916667.0,Quận 5,·Quảng Ninh,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ha-an-vinhomes-global-gate-ha-long/hot-hot-ra-hang-view-bien-xanh-dt-96m2-4-tang-gia-7-ty-pr45579479,2026-04-27T20:00:03.010685
"Biệt thự liền kề view biển Vinhomes Hạ Long Xanh giá rẻ DT:96m2 4T gía 6,5 tỷ, BT: 162m2 giá 10 tỷ",7 tỷ,7.0,96.0,72916667.0,Quận 5,·Quảng Ninh,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"12Tin được không? Tứ diện kim cương, The Gió Riverside sở hữu vị trí cực kỳ đắc địa. LH:0902 589 ***2,22 tỷ·65,6 m²·33,8","2,22 tỷ",2.22,65.6,33841463.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/tin-uoc-khong-tu-dien-kim-cuong-so-huu-vi-tri-cuc-ky-ac-ia-lh-pr45459411,2026-04-27T20:00:03.010685
"Tin được không? Tứ diện kim cương, The Gió Riverside sở hữu vị trí cực kỳ đắc địa. LH:0902 589 ***","2,22 tỷ",2.22,65.6,33841463.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"23Nhanh sắp hết! Độc quyền giỏ hàng CĐT AnGia - CK 25,5% + tặng 68tr + iP 17 Pro - LH ngay0902 999 ***2,01 tỷ·65,6 m²·30","2,01 tỷ",2.01,65.6,30640244.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/nhanh-keo-het-hang-doc-quyen-cdt-an-gia-view-xin-ck-cao-lh-ngay-pr44916602,2026-04-27T20:00:03.010685
"Nhanh sắp hết! Độc quyền giỏ hàng CĐT AnGia - CK 25,5% + tặng 68tr + iP 17 Pro - LH ngay0902 999 ***","2,01 tỷ",2.01,65.6,30640244.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"14Tháng 5 bùng nổ: The Gió Riverside mở bán giới hạn, vị trí ven sông, cơ hội đầu tư sinh lời cao2,2 tỷ·65 m²·33,85 tr/m","2,2 tỷ",2.2,65.0,33846154.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/suat-uu-doc-quyen-ck-25-5-thanh-toan-toi-da-600tr-3-nam-full-noi-that-doi-dien-ga-metro-s2-1-pr44011763,2026-04-27T20:00:03.010685
"Tháng 5 bùng nổ: The Gió Riverside mở bán giới hạn, vị trí ven sông, cơ hội đầu tư sinh lời cao","2,2 tỷ",2.2,65.0,33846154.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"12Quỹ hàng chính chủ Vinhomes Smart City tháng 4 - 5/ 2026 giá giảm 100 - 300tr, 2pn - 4,1 tỷ4,1 tỷ·54,3 m²·75,51 tr/m²·","4,1 tỷ",4.1,54.3,75506446.0,Quận 5,·Hà Nội,house,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/nha-toi-chinh-chu-ban-studio-1ty82-1pn-2-93ty-2pn-3-550-ty-2pn-4-320ty-3pn2wc-5-0ty-city-pr43747711,2026-04-27T20:00:03.010685
"Quỹ hàng chính chủ Vinhomes Smart City tháng 4 - 5/ 2026 giá giảm 100 - 300tr, 2pn - 4,1 tỷ","4,1 tỷ",4.1,54.3,75506446.0,Quận 5,·Hà Nội,other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"24Căn hộ 3PN - 2WC sẵn sổ hồng, hỗ trợ lãi suất cố định 5%/năm trong 48 tháng4,28 tỷ·104 m²·41,12 tr/m²·3·2·Bình Dương (","4,28 tỷ",4.28,104.0,41153846.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-binh-phuong-an-binh-phu-dong-sky-garden/mo-ban-sap-ban-giao-gia-tu-2-ty-6-chiet-khau-15-pr41003332,2026-04-27T20:00:03.010685
"Căn hộ 3PN - 2WC sẵn sổ hồng, hỗ trợ lãi suất cố định 5%/năm trong 48 tháng","4,28 tỷ",4.28,104.0,41153846.0,Quận 5,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Độc quyền 2 BIỆT THỰ TM Vinhomes Green VIllas (Căn view vườn hoa) 168m2 - Giá 30 tỷ (Quá hấp dẫn)30 tỷ·168,7 m²·177,83 ",30 tỷ,30.0,168.7,177830468.0,Quận 5,·Hà Nội,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-mo-vinhomes-green-villas/oc-quyen-can-tm-can-view-vuon-hoa-168m2-gia-29-ty-qua-hap-dan-pr45619805,2026-04-27T20:00:03.010685
Độc quyền 2 BIỆT THỰ TM Vinhomes Green VIllas (Căn view vườn hoa) 168m2 - Giá 30 tỷ (Quá hấp dẫn),30 tỷ,30.0,168.7,177830468.0,Quận 5,·Hà Nội,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"242026 trực tiếp CĐT BT Ciputra có hầm đã có sổ, nhận nhà ngay cạnh công viên 65ha Vay 0% LS 24 tháng52 tỷ·150 m²·346,67",52 tỷ,52.0,150.0,346666667.0,Quận 5,·Hà Nội,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-gia-by-kita/truc-tiep-cdt-ban-bt-ciputra-co-ham-da-co-so-nhan-ngay-chi-tu-356tr-m2-vay-0-ls-24-thang-pr43195112,2026-04-27T20:00:03.010685
"2026 trực tiếp CĐT BT Ciputra có hầm đã có sổ, nhận nhà ngay cạnh công viên 65ha Vay 0% LS 24 tháng",52 tỷ,52.0,150.0,346666667.0,Quận 5,·Hà Nội,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"7Quỹ căn giá tốt bán trong tuần: Studio 2,3 tỷ, 1PN 3,3 tỷ, 2PN 4,3 tỷ, 3PN 5,5 tỷ VH Smart Tây Mỗ4,25 tỷ·55 m²·77,27 tr","4,25 tỷ",4.25,55.0,77272727.0,Quận 5,·Hà Nội,other,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/quy-gia-tot-ban-trong-tuan-studio-2-3-ty-1pn-3-3-ty-2pn-4-3-ty-3pn-5-5-ty-vh-mo-pr45599124,2026-04-27T20:00:03.010685
"Quỹ căn giá tốt bán trong tuần: Studio 2,3 tỷ, 1PN 3,3 tỷ, 2PN 4,3 tỷ, 3PN 5,5 tỷ VH Smart Tây Mỗ","4,25 tỷ",4.25,55.0,77272727.0,Quận 5,·Hà Nội,other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"13CHỈ TỪ 2.9 TỶ FULL (VAT)! SỞ HỮU CĂN HỘ 2PN-2WC CÁCH HÀNG XANH CHỈ 20 PHÚT!2,98 tỷ·55 m²·54,22 tr/m²·2·2·Bình Dương (H","2,98 tỷ",2.98,55.0,54181818.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-13-phuong-lai-thieu-bcons-newsky/chi-tu-2-9-ty-full-vat-so-huu-2pn-2wc-cach-hang-xanh-chi-20-phut-pr45595245,2026-04-27T20:00:03.010685
CHỈ TỪ 2.9 TỶ FULL (VAT)! SỞ HỮU CĂN HỘ 2PN-2WC CÁCH HÀNG XANH CHỈ 20 PHÚT!,"2,98 tỷ",2.98,55.0,54181818.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"5Biệt thự dát vàng 18k đơn giá chỉ 7x tr/m2 tại Vinhomes Vũ Yên, cực rẻ, cực đẹp. Hướng Đông15,61 tỷ·199,1 m²·78,4 tr/m²","15,61 tỷ",15.61,199.1,78402813.0,Quận 6,·Hải Phòng,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-thuy-ha-vinhomes-royal-island/dat-vang-18k-on-gia-chi-7x-tr-m2-tai-vu-yen-cuc-re-cuc-ep-huong-ong-pr45543826,2026-04-27T20:00:03.010685
"Biệt thự dát vàng 18k đơn giá chỉ 7x tr/m2 tại Vinhomes Vũ Yên, cực rẻ, cực đẹp. Hướng Đông","15,61 tỷ",15.61,199.1,78402813.0,Quận 6,·Hải Phòng,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"15HOT! CHỈ 800TR SỞ HỮU CĂN HỘ 2PN2VS VIEW BỂ BƠI TẠI VH OCEAN PARK 2 - 5 NĂM KHÔNG LO GỐC LÃI.3,52 tỷ·58,3 m²·60,4 tr/m","3,52 tỷ",3.52,58.3,60377358.0,Quận 6,·Hưng Yên,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-nghia-tru-the-parkland-imperia-ocean-city/hot-chi-800tr-so-huu-2pn2vs-view-be-boi-tai-vh-park-2-5-nam-khong-lo-goc-lai-pr45635577,2026-04-27T20:00:03.010685
HOT! CHỈ 800TR SỞ HỮU CĂN HỘ 2PN2VS VIEW BỂ BƠI TẠI VH OCEAN PARK 2 - 5 NĂM KHÔNG LO GỐC LÃI.,"3,52 tỷ",3.52,58.3,60377358.0,Quận 6,·Hưng Yên,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Bán căn hộ 3PN, 2WC tại The Beverly Solari - Vinhomes Grand Park, 4,5 tỷ, 82m2, Quận 9, TP.HCM4,5 tỷ·82 m²·54,88 tr/m²·","4,5 tỷ",4.5,82.0,54878049.0,Quận 6,·Hồ Chí Minh,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-the-beverly-solari-vinhomes-grand-park/ban-3pn-2wc-tai-4-5-ty-82m2-quan-9-tp-hcm-pr45635474,2026-04-27T20:00:03.010685
"Bán căn hộ 3PN, 2WC tại The Beverly Solari - Vinhomes Grand Park, 4,5 tỷ, 82m2, Quận 9, TP.HCM","4,5 tỷ",4.5,82.0,54878049.0,Quận 6,·Hồ Chí Minh,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"5Toà Apartment phố Trung Liệt thông Thái Hà 95m2, 8T, 2 thoáng, 24CH + Penthouse, doanh thu 200tr/th32,8 tỷ·95 m²·345,26","32,8 tỷ",32.8,95.0,345263158.0,Quận 6,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-rieng-pho-trung-liet-phuong-trung-liet-3/toa-apartment-thai-ha-88m-8t-2-thoang-24-can-ho-penthouse-doanh-thu-200tr-th-pr45622830,2026-04-27T20:00:03.010685
"Toà Apartment phố Trung Liệt thông Thái Hà 95m2, 8T, 2 thoáng, 24CH + Penthouse, doanh thu 200tr/th","32,8 tỷ",32.8,95.0,345263158.0,Quận 6,·Hà Nội,apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"4Bán đất kèm nhà đang cho thuê - hai mặt tiền 23/10 Nha Trang - 285m210,83 tỷ·285 m²·38 tr/m²·Khánh HòaBán lô đất đẹp có","10,83 tỷ",10.83,285.0,38000000.0,Quận 6,·Khánh Hòa,land,batdongsan.com.vn,https://batdongsan.com.vn/ban-dat-duong-23-10-xa-vinh-trung-1-350/ban-at-kem-nha-ang-cho-thue-hai-mat-tien-23-10-nha-trang-285m-pr45514691,2026-04-27T20:00:03.010685
Bán đất kèm nhà đang cho thuê - hai mặt tiền 23/10 Nha Trang - 285m2,"10,83 tỷ",10.83,285.0,38000000.0,Quận 6,·Khánh Hòa,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"13Bán cắt lỗ 2 tỷ biệt thự tặng sân vườn 288m2 tặng sân vườn gần hồ hướng Đông Nam giá chỉ còn 35 tỷ35 tỷ·288 m²·121,53 ",35 tỷ,35.0,288.0,121527778.0,Quận 6,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-vinhomes-wonder-city-5899/ban-cat-lo-2-ty-tang-san-vuon-288m2-tang-san-vuon-gan-ho-huong-ong-nam-gia-chi-con-35-ty-pr45616882,2026-04-27T20:00:03.010685
Bán cắt lỗ 2 tỷ biệt thự tặng sân vườn 288m2 tặng sân vườn gần hồ hướng Đông Nam giá chỉ còn 35 tỷ,35 tỷ,35.0,288.0,121527778.0,Quận 6,·Hà Nội,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"19Chính chủ gửi bán suất ngoại giao, lô góc, view hồ Đồng Trạng 103,3m2 - lô góc - MT: 5m - giá 2,5tỷ2,5 tỷ·103,3 m²·24,","2,5 tỷ",2.5,103.3,24201355.0,Quận 6,·Hà Nội,apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong-16/chinh-chu-ban-xuat-ngoai-giao-lo-goc-view-ho-ong-100m2-lo-goc-mt-5m-gia-2-5-ty-pr45524276,2026-04-27T20:00:03.010685
"Chính chủ gửi bán suất ngoại giao, lô góc, view hồ Đồng Trạng 103,3m2 - lô góc - MT: 5m - giá 2,5tỷ","2,5 tỷ",2.5,103.3,24201355.0,Quận 6,·Hà Nội,other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Hạ Long Xanh chỉ 1 tỷ để sở hữu nhà liền kề 4 tầng, lãi suất 0% suốt 60 tháng4 tỷ·50 m²·80 tr/m²·4·4·Quảng NinhChỉ với ",4 tỷ,4.0,50.0,80000000.0,Quận 6,·Quảng Ninh,house,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ha-an-vinhomes-global-gate-ha-long/xanh-chi-1-ty-e-so-huu-4-tang-lai-suat-0-suot-60-thang-pr45612358,2026-04-27T20:00:03.010685
"Hạ Long Xanh chỉ 1 tỷ để sở hữu nhà liền kề 4 tầng, lãi suất 0% suốt 60 tháng",4 tỷ,4.0,50.0,80000000.0,Quận 6,·Quảng Ninh,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"6Biệt thự liền kề view biển Vinhomes Hạ Long Xanh giá rẻ DT:96m2 4T gía 6,5 tỷ, BT: 162m2 giá 10 tỷ7 tỷ·96 m²·72,92 tr/m",7 tỷ,7.0,96.0,72916667.0,Quận 6,·Quảng Ninh,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-ha-an-vinhomes-global-gate-ha-long/hot-hot-ra-hang-view-bien-xanh-dt-96m2-4-tang-gia-7-ty-pr45579479,2026-04-27T20:00:03.010685
"Biệt thự liền kề view biển Vinhomes Hạ Long Xanh giá rẻ DT:96m2 4T gía 6,5 tỷ, BT: 162m2 giá 10 tỷ",7 tỷ,7.0,96.0,72916667.0,Quận 6,·Quảng Ninh,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"12Tin được không? Tứ diện kim cương, The Gió Riverside sở hữu vị trí cực kỳ đắc địa. LH:0902 589 ***2,22 tỷ·65,6 m²·33,8","2,22 tỷ",2.22,65.6,33841463.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/tin-uoc-khong-tu-dien-kim-cuong-so-huu-vi-tri-cuc-ky-ac-ia-lh-pr45459411,2026-04-27T20:00:03.010685
"Tin được không? Tứ diện kim cương, The Gió Riverside sở hữu vị trí cực kỳ đắc địa. LH:0902 589 ***","2,22 tỷ",2.22,65.6,33841463.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"23Nhanh sắp hết! Độc quyền giỏ hàng CĐT AnGia - CK 25,5% + tặng 68tr + iP 17 Pro - LH ngay0902 999 ***2,01 tỷ·65,6 m²·30","2,01 tỷ",2.01,65.6,30640244.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/nhanh-keo-het-hang-doc-quyen-cdt-an-gia-view-xin-ck-cao-lh-ngay-pr44916602,2026-04-27T20:00:03.010685
"Nhanh sắp hết! Độc quyền giỏ hàng CĐT AnGia - CK 25,5% + tặng 68tr + iP 17 Pro - LH ngay0902 999 ***","2,01 tỷ",2.01,65.6,30640244.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"14Tháng 5 bùng nổ: The Gió Riverside mở bán giới hạn, vị trí ven sông, cơ hội đầu tư sinh lời cao2,2 tỷ·65 m²·33,85 tr/m","2,2 tỷ",2.2,65.0,33846154.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-the-gio-riverside/suat-uu-doc-quyen-ck-25-5-thanh-toan-toi-da-600tr-3-nam-full-noi-that-doi-dien-ga-metro-s2-1-pr44011763,2026-04-27T20:00:03.010685
"Tháng 5 bùng nổ: The Gió Riverside mở bán giới hạn, vị trí ven sông, cơ hội đầu tư sinh lời cao","2,2 tỷ",2.2,65.0,33846154.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"12Quỹ hàng chính chủ Vinhomes Smart City tháng 4 - 5/ 2026 giá giảm 100 - 300tr, 2pn - 4,1 tỷ4,1 tỷ·54,3 m²·75,51 tr/m²·","4,1 tỷ",4.1,54.3,75506446.0,Quận 6,·Hà Nội,house,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-the-sapphire-vinhomes-smart-city/nha-toi-chinh-chu-ban-studio-1ty82-1pn-2-93ty-2pn-3-550-ty-2pn-4-320ty-3pn2wc-5-0ty-city-pr43747711,2026-04-27T20:00:03.010685
"Quỹ hàng chính chủ Vinhomes Smart City tháng 4 - 5/ 2026 giá giảm 100 - 300tr, 2pn - 4,1 tỷ","4,1 tỷ",4.1,54.3,75506446.0,Quận 6,·Hà Nội,other,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"24Căn hộ 3PN - 2WC sẵn sổ hồng, hỗ trợ lãi suất cố định 5%/năm trong 48 tháng4,28 tỷ·104 m²·41,12 tr/m²·3·2·Bình Dương (","4,28 tỷ",4.28,104.0,41153846.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-binh-phuong-an-binh-phu-dong-sky-garden/mo-ban-sap-ban-giao-gia-tu-2-ty-6-chiet-khau-15-pr41003332,2026-04-27T20:00:03.010685
"Căn hộ 3PN - 2WC sẵn sổ hồng, hỗ trợ lãi suất cố định 5%/năm trong 48 tháng","4,28 tỷ",4.28,104.0,41153846.0,Quận 6,·Bình Dương (Hồ Chí Minh mới),apartment,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"8Độc quyền 2 BIỆT THỰ TM Vinhomes Green VIllas (Căn view vườn hoa) 168m2 - Giá 30 tỷ (Quá hấp dẫn)30 tỷ·168,7 m²·177,83 ",30 tỷ,30.0,168.7,177830468.0,Quận 6,·Hà Nội,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-mo-vinhomes-green-villas/oc-quyen-can-tm-can-view-vuon-hoa-168m2-gia-29-ty-qua-hap-dan-pr45619805,2026-04-27T20:00:03.010685
Độc quyền 2 BIỆT THỰ TM Vinhomes Green VIllas (Căn view vườn hoa) 168m2 - Giá 30 tỷ (Quá hấp dẫn),30 tỷ,30.0,168.7,177830468.0,Quận 6,·Hà Nội,villa,batdongsan.com.vn,,2026-04-27T20:00:03.010685
"242026 trực tiếp CĐT BT Ciputra có hầm đã có sổ, nhận nhà ngay cạnh công viên 65ha Vay 0% LS 24 tháng52 tỷ·150 m²·346,67",52 tỷ,52.0,150.0,346666667.0,Quận 6,·Hà Nội,villa,batdongsan.com.vn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-gia-by-kita/truc-tiep-cdt-ban-bt-ciputra-co-ham-da-co-so-nhan-ngay-chi-tu-356tr-m2-vay-0-ls-24-thang-pr43195112,2026-04-27T20:00:03.010685
"2026 trực tiếp CĐT BT Ciputra có hầm đã có sổ, nhận nhà ngay cạnh công viên 65ha Vay 0% LS 24 tháng",52 tỷ,52.0,150.0,346666667.0,Quận 6,·Hà Nội,house,batdongsan.com.vn,,2026-04-27T20:00:03.010685
